Username: player1
Created @ 2020-08-09T20:01:32.652162700
Password:  1234


__SIGN IN__ | @ 2020-08-09T20:01:32.784807900 | Message: No Message
__EFFECTS VISITED__ | @ 2020-08-12T21:01:26.775526100 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@4382b5c7]
__GAME REPORT__ | @ 2020-08-12T21:01:26.775526100 | Message: Draw Card -> Strength in Numbers
__GAME REPORT__ | @ 2020-08-12T21:01:26.775526100 | Message: Draw Card -> Strength in Numbers
__GAME REPORT__ | @ 2020-08-12T21:01:26.775526100 | Message: Draw Card -> Lightwarden
__EFFECTS VISITED__ | @ 2020-08-12T21:01:26.775526100 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@7f6df4d]
__GAME REPORT__ | @ 2020-08-12T21:01:26.776513600 | Message: Turn Begins
__BUTTON CLICK__ | @ 2020-08-12T21:02:01.973529600 | Message: Exit Button
__SIGN OUT__ | @ 2020-08-12T21:02:01.976315800 | Message: No Message
__SIGN IN__ | @ 2020-08-12T21:04:30.880053 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-12T21:04:31.880084200 | Message: home
__BUTTON CLICK__ | @ 2020-08-12T21:04:41.554086800 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-12T21:04:41.563220700 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-12T21:04:44.586002200 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-12T21:04:44.705658 | Message: play
__GAME REPORT__ | @ 2020-08-12T21:04:45.786115700 | Message: Activated Passive -> Mana Jump
__GAME REPORT__ | @ 2020-08-12T21:04:49.505628700 | Message: Activated Passive -> Off Card
__EFFECTS VISITED__ | @ 2020-08-12T21:04:49.505628700 | Message: Effect: ManaJump{addedMana=1, sourcePlayerIndex=1}
__EFFECTS VISITED__ | @ 2020-08-12T21:04:49.505628700 | Message: Effect: DoubleSpellPowers{}
__GAME REPORT__ | @ 2020-08-12T21:04:49.505628700 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-12T21:04:54.693619700 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-12T21:04:54.694380300 | Message: Draw Card -> Scavenger's Ingenuity
__GAME REPORT__ | @ 2020-08-12T21:04:54.694380300 | Message: Draw Card -> Book of specters
__GAME REPORT__ | @ 2020-08-12T21:04:54.694380300 | Message: Draw Card -> Starfire
__EFFECTS VISITED__ | @ 2020-08-12T21:04:54.694380300 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@4b1cfbef]
__GAME REPORT__ | @ 2020-08-12T21:04:54.694380300 | Message: Draw Card -> Temple Enforcer
__EFFECTS VISITED__ | @ 2020-08-12T21:04:54.694380300 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@280ef736]
__GAME REPORT__ | @ 2020-08-12T21:04:54.694380300 | Message: Draw Card -> Arcane Missiles
__GAME REPORT__ | @ 2020-08-12T21:04:54.696223200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-12T21:05:08.091167600 | Message: Draw Card -> Strength in Numbers
__EFFECTS VISITED__ | @ 2020-08-12T21:05:08.091167600 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Mission@5efe812a]
__GAME REPORT__ | @ 2020-08-12T21:05:08.091167600 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-12T21:05:08.514601700 | Message: Turn Ended.
__REPORT__ | @ 2020-08-12T21:05:23.549166500 | Message: Clicked On Point: java.awt.Point[x=346,y=36], P1Hand
__REPORT__ | @ 2020-08-12T21:05:24.700045100 | Message: Clicked On Point: java.awt.Point[x=284,y=23], P1Hand
__REPORT__ | @ 2020-08-12T21:05:24.900347400 | Message: Clicked On Point: java.awt.Point[x=284,y=23], P1Hand
__REPORT__ | @ 2020-08-12T21:05:25.398582100 | Message: Clicked On Point: java.awt.Point[x=737,y=47], P1Board
__REPORT__ | @ 2020-08-12T21:05:27.460020300 | Message: Clicked On Point: java.awt.Point[x=187,y=44], P1Hand
__REPORT__ | @ 2020-08-12T21:05:35.458484400 | Message: Input: P2Hand, Index: 2
__CARD PLAYED__ | @ 2020-08-12T21:05:35.460487200 | Message: Strength in Numbers
__GAME REPORT__ | @ 2020-08-12T21:05:42.093574200 | Message: Draw Card -> Pharaoh's blessing
__GAME REPORT__ | @ 2020-08-12T21:05:42.093574200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-12T21:05:42.488916500 | Message: Turn Ended.
__REPORT__ | @ 2020-08-12T21:05:45.778709500 | Message: Clicked On Point: java.awt.Point[x=343,y=41], P1Hand
__REPORT__ | @ 2020-08-12T21:05:45.778709500 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-12T21:05:47.515176500 | Message: Selected -> models.cards.Spell@5b70defe
__REPORT__ | @ 2020-08-12T21:05:47.521014800 | Message: Input: P1Hand, Index: 2
__EFFECTS VISITED__ | @ 2020-08-12T21:05:47.521014800 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Priest@3d06b125]
__EFFECTS VISITED__ | @ 2020-08-12T21:05:47.521014800 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Priest@3d06b125]
__EFFECTS VISITED__ | @ 2020-08-12T21:05:47.521014800 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Priest@3d06b125]
__CARD PLAYED__ | @ 2020-08-12T21:05:47.522023200 | Message: Arcane Missiles
__BUTTON CLICK__ | @ 2020-08-12T21:06:09.895744200 | Message: Exit Button
__SIGN OUT__ | @ 2020-08-12T21:06:09.896754700 | Message: No Message
__SIGN IN__ | @ 2020-08-15T19:24:23.842980700 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-15T19:24:25.155464 | Message: home
__BUTTON CLICK__ | @ 2020-08-15T19:24:48.955329400 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-15T19:24:48.955329400 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-15T19:24:49.205499300 | Message: Game Begins
__GAME REPORT__ | @ 2020-08-15T19:24:50.564875 | Message: Activated Passive -> Twice Draw
__ROOM CHANGE__ | @ 2020-08-15T19:24:53.575529100 | Message: play
__GAME REPORT__ | @ 2020-08-15T19:24:55.060609700 | Message: Activated Passive -> Warriors
__GAME REPORT__ | @ 2020-08-15T19:24:55.107453300 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-15T19:25:00.233299500 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-15T19:25:00.233299500 | Message: Draw Card -> Temple Enforcer
__GAME REPORT__ | @ 2020-08-15T19:25:00.233299500 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-08-15T19:25:00.233299500 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-15T19:25:00.233299500 | Message: Draw Card -> Pharaoh's blessing
__GAME REPORT__ | @ 2020-08-15T19:25:00.233299500 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-15T19:25:00.233299500 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-15T19:25:00.280455200 | Message: Turn Begins
__REPORT__ | @ 2020-08-15T19:25:11.062170600 | Message: Input: P1Hand, Index: 1
__REPORT__ | @ 2020-08-15T19:25:15.247926 | Message: Input: P1Board, Index: 4
__GAME REPORT__ | @ 2020-08-15T19:25:17.763742500 | Message: Draw Card -> Pharaoh's blessing
__GAME REPORT__ | @ 2020-08-15T19:25:17.763742500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-15T19:25:18.185640500 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-15T19:25:20.748866200 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-15T19:25:20.748866200 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-08-15T19:25:20.748866200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-15T19:25:21.155067700 | Message: Turn Ended.
__REPORT__ | @ 2020-08-15T19:25:25.888715 | Message: Input: other, Index: -1
__REPORT__ | @ 2020-08-15T19:25:29.889882400 | Message: Input: P1Hand, Index: 1
__REPORT__ | @ 2020-08-15T19:25:30.608898800 | Message: Input: P1Board, Index: 4
__CARD PLAYED__ | @ 2020-08-15T19:25:30.608898800 | Message: Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-08-15T19:25:36.998316800 | Message: Draw Card -> Arcane Missiles
__GAME REPORT__ | @ 2020-08-15T19:25:36.998316800 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-15T19:25:37.373023100 | Message: Turn Ended.
__REPORT__ | @ 2020-08-15T19:25:42.780676500 | Message: Clicked On Point: java.awt.Point[x=345,y=90], P2Hand
__REPORT__ | @ 2020-08-15T19:25:42.780676500 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-15T19:25:44.249722900 | Message: Selected -> models.cards.Spell@2eae3536
__REPORT__ | @ 2020-08-15T19:25:44.249722900 | Message: Input: P2Hand, Index: 3
__CARD PLAYED__ | @ 2020-08-15T19:25:44.249722900 | Message: Arcane Missiles
__GAME REPORT__ | @ 2020-08-15T19:25:55.153906900 | Message: Draw Card -> Temple Enforcer
__GAME REPORT__ | @ 2020-08-15T19:25:55.153906900 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-08-15T19:25:55.153906900 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-15T19:25:55.528862700 | Message: Turn Ended.
__SIGN IN__ | @ 2020-08-15T19:31:17.200567600 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-15T19:31:18.248089 | Message: home
__BUTTON CLICK__ | @ 2020-08-15T19:31:26.314285300 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-15T19:31:26.314285300 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-15T19:31:28.017699300 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-15T19:31:30.127674600 | Message: play
__GAME REPORT__ | @ 2020-08-15T19:31:31.565768500 | Message: Activated Passive -> Zombie
__GAME REPORT__ | @ 2020-08-15T19:31:33.691375 | Message: Activated Passive -> Warriors
__EFFECTS VISITED__ | @ 2020-08-15T19:31:33.691375 | Message: Effect: HeroPowerChanger{targetHeroPower=models.HeroPower@6b3c3c4c, sourcePlayerIndex=1}
__EFFECTS VISITED__ | @ 2020-08-15T19:31:33.691375 | Message: Effect: DoubleSpellPowers{}
__GAME REPORT__ | @ 2020-08-15T19:31:33.691375 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-15T19:31:42.084338700 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-15T19:31:42.084338700 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-15T19:31:42.084338700 | Message: Draw Card -> Book of specters
__GAME REPORT__ | @ 2020-08-15T19:31:42.084338700 | Message: Draw Card -> Strength in Numbers
__GAME REPORT__ | @ 2020-08-15T19:31:42.084338700 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-15T19:31:42.084338700 | Message: Draw Card -> Arcane Missiles
__GAME REPORT__ | @ 2020-08-15T19:31:42.084338700 | Message: Turn Begins
__REPORT__ | @ 2020-08-15T19:31:46.486132200 | Message: Clicked On Point: java.awt.Point[x=211,y=48], P1Hand
__REPORT__ | @ 2020-08-15T19:31:46.486132200 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-15T19:31:49.190094 | Message: Selected -> models.cards.Spell@62904dbc
__REPORT__ | @ 2020-08-15T19:31:49.190094 | Message: Input: P1Hand, Index: 2
__EFFECTS VISITED__ | @ 2020-08-15T19:31:49.205717400 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Priest@6dd94665]
__EFFECTS VISITED__ | @ 2020-08-15T19:31:49.205717400 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Priest@6dd94665]
__EFFECTS VISITED__ | @ 2020-08-15T19:31:49.205717400 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Priest@6dd94665]
__CARD PLAYED__ | @ 2020-08-15T19:31:49.205717400 | Message: Arcane Missiles
__SIGN IN__ | @ 2020-08-15T19:44:06.208003500 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-15T19:44:07.411123100 | Message: home
__BUTTON CLICK__ | @ 2020-08-15T19:44:09.036408300 | Message: button -> Collections
__ROOM CHANGE__ | @ 2020-08-15T19:44:09.630441600 | Message: Collections
__BUTTON CLICK__ | @ 2020-08-15T19:44:13.021836 | Message: New
__REPORT__ | @ 2020-08-15T19:44:16.256818600 | Message: Deck Name: New Deck1, hero : Rogue
__BUTTON CLICK__ | @ 2020-08-15T19:44:18.835547700 | Message: Back Button
__ROOM CHANGE__ | @ 2020-08-15T19:44:19.023048700 | Message: home
__BUTTON CLICK__ | @ 2020-08-15T19:44:20.133304200 | Message: button -> Collections
__ROOM CHANGE__ | @ 2020-08-15T19:44:20.351761100 | Message: Collections
__BUTTON CLICK__ | @ 2020-08-15T19:44:22.399603100 | Message: Set Active
__REPORT__ | @ 2020-08-15T19:44:22.399603100 | Message: Deck Activated -> Deck name : New Deck1
__BUTTON CLICK__ | @ 2020-08-15T19:44:24.040226500 | Message: Select
__BUTTON CLICK__ | @ 2020-08-15T19:44:24.040226500 | Message: Select Deck -> Deck Index : 1
__BUTTON CLICK__ | @ 2020-08-15T19:44:24.962661 | Message: Add to deck button -> Sorcerer's Apprentice
__SUCCESSFUL ACTION__ | @ 2020-08-15T19:44:24.962661 | Message: Card Sorcerer's Apprentice added to deck New Deck1
__BUTTON CLICK__ | @ 2020-08-15T19:44:25.384502400 | Message: Add to deck button -> Sorcerer's Apprentice
__SUCCESSFUL ACTION__ | @ 2020-08-15T19:44:25.384502400 | Message: Card Sorcerer's Apprentice added to deck New Deck1
__BUTTON CLICK__ | @ 2020-08-15T19:44:25.837619500 | Message: Add to deck button -> Hir'eek the Bat
__SUCCESSFUL ACTION__ | @ 2020-08-15T19:44:25.837619500 | Message: Card Hir'eek the Bat added to deck New Deck1
__BUTTON CLICK__ | @ 2020-08-15T19:44:26.103243900 | Message: Add to deck button -> Hir'eek the Bat
__SUCCESSFUL ACTION__ | @ 2020-08-15T19:44:26.103243900 | Message: Card Hir'eek the Bat added to deck New Deck1
__BUTTON CLICK__ | @ 2020-08-15T19:44:26.478254800 | Message: Add to deck button -> Hir'eek the Bat
__ERROR__ | @ 2020-08-15T19:44:26.478254800 | Message: Message : You Can't Have More Than 2 Cards of This Same Cards
__SIGN IN__ | @ 2020-08-15T19:47:26.836360300 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-15T19:47:28.024417300 | Message: home
__BUTTON CLICK__ | @ 2020-08-15T19:47:29.322199100 | Message: button -> Collections
__ROOM CHANGE__ | @ 2020-08-15T19:47:29.696978400 | Message: Collections
__BUTTON CLICK__ | @ 2020-08-15T19:47:32.213612500 | Message: Select
__BUTTON CLICK__ | @ 2020-08-15T19:47:32.213612500 | Message: Select Deck -> Deck Index : 0
__BUTTON CLICK__ | @ 2020-08-15T19:47:33.041715100 | Message: Back
__BUTTON CLICK__ | @ 2020-08-15T19:47:34.542117600 | Message: Set Active
__REPORT__ | @ 2020-08-15T19:47:34.542117600 | Message: Deck Activated -> Deck name : New Deck0
__BUTTON CLICK__ | @ 2020-08-15T19:47:38.073795400 | Message: Set Active
__REPORT__ | @ 2020-08-15T19:47:38.073795400 | Message: Deck Activated -> Deck name : New Deck0
__BUTTON CLICK__ | @ 2020-08-15T19:47:39.027420900 | Message: Back Button
__ROOM CHANGE__ | @ 2020-08-15T19:47:39.245883500 | Message: home
__BUTTON CLICK__ | @ 2020-08-15T19:47:40.074011700 | Message: button -> Collections
__ROOM CHANGE__ | @ 2020-08-15T19:47:40.324274800 | Message: Collections
__BUTTON CLICK__ | @ 2020-08-15T19:47:42.309456700 | Message: Select
__BUTTON CLICK__ | @ 2020-08-15T19:47:42.309456700 | Message: Select Deck -> Deck Index : 1
__BUTTON CLICK__ | @ 2020-08-15T19:47:47.982823300 | Message: Add to deck button -> Incanter's Flow
__SUCCESSFUL ACTION__ | @ 2020-08-15T19:47:47.982823300 | Message: Card Incanter's Flow added to deck New Deck1
__BUTTON CLICK__ | @ 2020-08-15T19:47:49.717560800 | Message: Add to deck button -> Incanter's Flow
__SUCCESSFUL ACTION__ | @ 2020-08-15T19:47:49.717560800 | Message: Card Incanter's Flow added to deck New Deck1
__BUTTON CLICK__ | @ 2020-08-15T19:47:51.718101600 | Message: Add to deck button -> Learn Draconic
__SUCCESSFUL ACTION__ | @ 2020-08-15T19:47:51.718101600 | Message: Card Learn Draconic added to deck New Deck1
__BUTTON CLICK__ | @ 2020-08-15T19:47:52.671470100 | Message: Back
__BUTTON CLICK__ | @ 2020-08-15T19:47:55.234298100 | Message: Select
__BUTTON CLICK__ | @ 2020-08-15T19:47:55.234298100 | Message: Select Deck -> Deck Index : 1
__BUTTON CLICK__ | @ 2020-08-15T19:47:59.454016 | Message: Back Button
__ROOM CHANGE__ | @ 2020-08-15T19:47:59.641271800 | Message: home
__BUTTON CLICK__ | @ 2020-08-15T19:48:00.392144400 | Message: button -> Exit
